sample_id,cluster_id,cluster_color,tsne_x,tsne_y
LS-14696_S96_E1-50,16,#B09FFF,-22.1907824685765,39.0244506858415
LS-15000_S09_E1-50,69,#A19922,-24.9851645348424,-7.67457725263508
LS-15000_S10_E1-50,69,#A19922,-17.7062906189208,-8.31483451385907
LS-15000_S11_E1-50,92,#578EBF,-31.3188285131681,-24.949460334198
LS-15000_S12_E1-50,90,#74CAFF,-41.3313585904038,-24.408426217157
LS-15000_S13_E1-50,90,#74CAFF,-41.9500535542098,-21.3350578819271
LS-15000_S14_E1-50,70,#C2E32C,-27.0330191796299,-12.380129578947
LS-15000_S15_E1-50,92,#578EBF,-30.5930394475013,-28.4305669723236
LS-15000_S16_E1-50,69,#A19922,-20.9280601455098,-1.52645796623028
LS-15000_S17_E1-50,70,#C2E32C,-33.4274207781705,-12.6416609876004
LS-15000_S18_E1-50,92,#578EBF,-24.8473120443999,-25.8755955357325
LS-15000_S19_E1-50,42,#A81111,34.0729153507139,-18.5740443736081
LS-15000_S20_E1-50,70,#C2E32C,-31.3683203295023,-9.08547912397805
LS-15000_S21_E1-50,69,#A19922,-19.4685522338132,-11.9447511773551
LS-15000_S22_E1-50,69,#A19922,-23.9425336403493,-0.927026763684617
LS-15000_S23_E1-50,91,#69A8E6,-32.51003576159,-25.0660248494728
LS-15000_S24_E1-50,69,#A19922,-25.0190411050871,-12.0210936205399
LS-15000_S25_E1-50,91,#69A8E6,-34.6235961516384,-22.0600736890357
LS-15000_S26_E1-50,91,#69A8E6,-34.1074753499807,-22.5590903516822
LS-15000_S27_E1-50,90,#74CAFF,-40.9610798047276,-20.6205117485702
LS-15000_S28_E1-50,69,#A19922,-21.2325549813433,-12.6270722767456
LS-15000_S29_E1-50,69,#A19922,-17.2320730049134,-9.08612487459028
LS-15000_S30_E1-50,90,#74CAFF,-43.2048379358921,-24.7450212735938
LS-15000_S31_E1-50,37,#802600,29.0268044217156,-32.6760479906334
LS-15000_S32_E1-50,69,#A19922,-21.0667020153805,-11.3173486034333
LS-15000_S33_E1-50,28,#FF9F2C,10.6606185199268,-21.2793654493754
LS-15000_S34_E1-50,29,#FFB307,14.2558885156892,-30.6856413815101
LS-15000_S35_E1-50,6,#FFA388,28.1207277319643,31.0088876322989
LS-15000_S36_E1-50,28,#FF9F2C,5.64178123118759,-22.9721215544465
LS-15000_S37_E1-50,16,#B09FFF,-23.4834372054762,37.3678999243154
LS-15000_S38_E1-50,9,#A700FF,4.05586974111074,38.8381266155408
LS-15000_S39_E1-50,34,#804811,28.4186641350171,-12.0923432191166
LS-15000_S40_E1-50,37,#802600,28.6813797155828,-32.6436093143405
LS-15000_S41_E1-50,18,#756FB3,-24.8393492104653,24.5282391153561
LS-15000_S42_E1-50,17,#9FAAFF,-25.1810970302906,28.5013489024813
LS-15000_S43_E1-50,16,#B09FFF,-23.3265203361887,37.5044802903993
LS-15000_S44_E1-50,6,#FFA388,28.0045914634572,34.0552329414699
LS-15000_S45_E1-50,33,#BF480D,21.5007242283258,-12.3628627321375
LS-15000_S46_E1-50,28,#FF9F2C,22.4467934459336,-27.9779703192517
LS-15000_S47_E1-50,38,#BF9F00,18.7912925239009,-22.1730875898738
LS-15000_S48_E1-50,48,#D6221D,41.5742817712005,0.273986169404549
LS-15000_S49_E1-50,48,#D6221D,39.5216052343847,-5.18960536871397
LS-15000_S50_E1-50,40,#C11331,25.5935884750012,-26.755755867766
LS-15000_S51_E1-50,39,#806B19,22.1071871263727,-21.0492213636794
LS-15000_S52_E1-50,6,#FFA388,32.780413464751,28.7238255669226
LS-15000_S53_E1-50,16,#B09FFF,-22.8055007740539,38.0639139392228
LS-15000_S54_E1-50,37,#802600,7.12710938201363,36.5282765595788
LS-15000_S55_E1-50,38,#BF9F00,19.0269687391199,-22.4932870214996
LS-15000_S57_E1-50,6,#FFA388,27.082946978423,34.6829162750487
LS-15000_S58_E1-50,17,#9FAAFF,-27.209525612632,30.7002632316952
LS-15000_S59_E1-50,42,#A81111,34.1624282574966,-18.3873048892606
LS-15000_S60_E1-50,37,#802600,30.8027656618804,-33.1245197092386
LS-15000_S61_E1-50,37,#802600,31.6124398337618,-32.7216894443169
LS-15000_S62_E1-50,16,#B09FFF,-22.3808945985371,40.5451237423595
LS-15000_S63_E1-50,16,#B09FFF,-22.8078969179509,39.755697665768
LS-15000_S64_E1-50,16,#B09FFF,-26.2125941010956,40.0248179957863
LS-15000_S65_E1-50,5,#FF7290,20.7124948665089,16.7532546677751
LS-15000_S66_E1-50,2,#FF88AD,11.7068250691993,25.9963985025556
LS-15000_S67_E1-50,103,#665C47,5.8179263370963,-43.6166101375669
LS-15000_S68_E1-50,103,#665C47,5.84183341802606,-40.9093716104262
LS-15000_S69_E1-50,14,#7779BF,-13.013739516062,14.3054292514798
LS-15000_S70_E1-50,5,#FF7290,22.1913894277863,14.2629876481433
LS-15000_S71_E1-50,35,#994C00,24.6803190948949,-1.06506872857563
LS-15000_S72_E1-50,19,#FF00FF,-10.1481272421224,30.65449183126
LS-15000_S73_E1-50,21,#FF00B3,-8.69818753335002,22.1316272483683
LS-15000_S74_E1-50,6,#FFA388,26.3217339963554,20.5221017810889
LS-15000_S75_E1-50,103,#665C47,7.99937415737075,-44.2457384071816
LS-15000_S76_E1-50,21,#FF00B3,-8.81107421488981,22.3391269275395
LS-15000_S77_E1-50,6,#FFA388,24.0961160780008,24.5748333614176
LS-15000_S78_E1-50,3,#E67B73,9.85575125124663,24.581358867133
LS-15000_S79_E1-50,11,#9900B3,7.07154368628072,30.8774367277638
LS-15000_S80_E1-50,12,#7A0099,4.63305341567181,31.1267961076772
LS-15000_S81_E1-50,2,#FF88AD,13.0650289906388,27.6297162181476
LS-15000_S82_E1-50,5,#FF7290,16.3843423957835,16.2735551302236
LS-15000_S83_E1-50,6,#FFA388,28.3189578035341,22.1100129736714
LS-15000_S84_E1-50,25,#992E81,-1.1621423757693,29.5955209983122
LS-15000_S85_E1-50,6,#FFA388,25.1115158995985,34.2224082438193
LS-15000_S86_E1-50,103,#665C47,9.39318318769225,-41.8113616480882
LS-15000_S87_E1-50,4,#DD6091,-5.12158121408497,13.2483577286005
LS-15000_S88_E1-50,15,#3C3D73,-7.7632660714128,19.0450773587948
LS-15000_S89_E1-50,5,#FF7290,22.1582632834635,13.4909700737973
LS-15000_S90_E1-50,14,#7779BF,-13.1781439251393,14.388742531713
LS-15000_S91_E1-50,25,#992E81,1.64488265428176,30.0045510608892
LS-15000_S92_E1-50,6,#FFA388,23.9842282191833,30.8292743333173
LS-15000_S93_E1-50,12,#7A0099,5.72467759334589,34.2215573394352
LS-15000_S94_E1-50,35,#994C00,26.2327368683508,-7.78208711617819
LS-15000_S95_E1-50,6,#FFA388,28.8104448727167,21.4004912841941
LS-15000_S96_E1-50,11,#9900B3,9.74865477397392,33.2378144713304
LS-15001_S01_E1-50,25,#992E81,-4.01828805812101,28.3725713273191
LS-15001_S02_E1-50,25,#992E81,-4.7971982545435,26.9383896651491
LS-15001_S03_E1-50,25,#992E81,-0.62569728392256,32.230737854141
LS-15001_S04_E1-50,5,#FF7290,19.3386875011856,18.5659500223719
LS-15001_S05_E1-50,19,#FF00FF,-16.9554233111426,26.9127554229603
LS-15001_S06_E1-50,25,#992E81,1.23985065911205,22.0085800338857
LS-15001_S07_E1-50,22,#FF4DC1,-5.09883289837151,37.2531100477438
LS-15001_S08_E1-50,12,#7A0099,6.29983604419215,32.1696106932571
LS-15001_S09_E1-50,37,#802600,29.1676774834985,-32.2339884341762
LS-15001_S10_E1-50,29,#FFB307,15.6908609213012,-29.4033000421187
LS-15001_S11_E1-50,16,#B09FFF,-19.5500457404853,41.0498397061992
